AssayId,BlockId,Size,RowSid,RowName,RowTarget,ColSid,ColName,ColTarget,RowIC50,ColIC50,RowConcs,ColConcs,RowConcUnit,ColConcUnit
9403,77,10,NCGC00263117-17,"Panobinostat","HDAC Inhibitor",NCGC00381562-10,"Tazemetostat","EZH2 Inhibitor",0.047362,2.293991,"2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,78,10,NCGC00188344-18,"Navitoclax (ABT-263)","Bcl-xL Inhibitor",NCGC00381562-10,"Tazemetostat","EZH2 Inhibitor",0.13637,0.0,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,79,10,NCGC00390655-02,"PTC-691","Polycomb Complex Protein BMI-1 Inhibitor",NCGC00381562-10,"Tazemetostat","EZH2 Inhibitor",0.325304,28.410824,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,80,10,NCGC00379003-04,"WEHI-539","Bcl-xl Inhibitor",NCGC00381562-10,"Tazemetostat","EZH2 Inhibitor",0.225358,2684.1763,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,81,10,NCGC00163700-12,"Vincristine sulfate","Unknown",NCGC00507883-01,"CPI-1205","EZH2 Inhibitor",0.110526,214.06102,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,82,10,NCGC00163700-12,"Vincristine sulfate","Unknown",NCGC00507883-01,"CPI-1205","EZH2 Inhibitor",0.152101,-9999.0,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,83,10,NCGC00532330-01,"A-485","Unknown",NCGC00507883-01,"CPI-1205","EZH2 Inhibitor",2.814893,0.0,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,84,10,NCGC00024415-36,"Doxorubicin","DNA Topoisomerase II Inhibitor",NCGC00507883-01,"CPI-1205","EZH2 Inhibitor",0.675025,0.115404,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,85,10,NCGC00345789-12,"Venetoclax (ABT-199)","Bcl-2 Inhibitor",NCGC00507883-01,"CPI-1205","EZH2 Inhibitor",0.334628,0.0,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,86,10,NCGC00014925-10,"Topotecan hydrochloride","DNA Topoisomerase I Inhibitor",NCGC00507883-01,"CPI-1205","EZH2 Inhibitor",0.032644,0.0,"2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,87,10,NCGC00484808-01,"CPI-703","CBP/p300 Inhibitor",NCGC00507883-01,"CPI-1205","EZH2 Inhibitor",8.840811,0.0,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,88,10,NCGC00507868-01,"CPI-637","CBP/p300 Inhibitor",NCGC00507883-01,"CPI-1205","EZH2 Inhibitor",10.311653,0.0,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,89,10,NCGC00505919-04,"S63845","Mcl-1 Inhibitor",NCGC00507883-01,"CPI-1205","EZH2 Inhibitor",0.799656,162.45296,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,90,10,NCGC00250412-18,"JQ1","Brd4 Inhibitor",NCGC00507883-01,"CPI-1205","EZH2 Inhibitor",0.758705,0.0,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,91,10,NCGC00351477-01,"UNC-1999","EZH1 Inhibitor",NCGC00507883-01,"CPI-1205","EZH2 Inhibitor",26.22464,0.0,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,92,10,NCGC00507938-01,"EED-226","Polycomb protein EED (PRC2/EED-EZH2 non-catalytic subunit) Inhibitor",NCGC00507883-01,"CPI-1205","EZH2 Inhibitor",0.975456,0.0,"20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,93,10,NCGC00263117-17,"Panobinostat","HDAC Inhibitor",NCGC00507883-01,"CPI-1205","EZH2 Inhibitor",0.063583,50.33509,"2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.007812400000000001,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,94,10,NCGC00188344-18,"Navitoclax (ABT-263)","Bcl-xL Inhibitor",NCGC00507883-01,"CPI-1205","EZH2 Inhibitor",0.189396,71.31152,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,95,10,NCGC00390655-02,"PTC-691","Polycomb Complex Protein BMI-1 Inhibitor",NCGC00507883-01,"CPI-1205","EZH2 Inhibitor",0.337571,0.0,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
9403,96,10,NCGC00379003-04,"WEHI-539","Bcl-xl Inhibitor",NCGC00507883-01,"CPI-1205","EZH2 Inhibitor",1.044843,312.22296,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390624,0.0195312,0.0","20.0,10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0",uM,uM
